,id,products
132,10000032,93604465;93604211;93604209;93604267;93604271;93604276;93604279;93604462;93604464;93604466;93605429;93605431;93605495;93600889;93606005;93606335;93606343;93606380;93606382;93606383;93606576;93606824;93606826;93606836;93604502;93606948;93607075;93607792;93608023;93608099;93608175;93608177;93608213;93608360;93609292;93609758;93610471;93610993;93610530
133,10000033,93604465;93604211;93604209;93604267;93604270;93604266;93604271;93604276;93604466;93605432;93605433;93600889;93605124;93605876;93604936;93606336;93606335;93606343;93606380;93606382;93606383;93606824;93606826;93606836;93604502;93607075;93607792;93608024;93608099;93608166;93609240;93609887;93609000;93609667;93610471;93610993;93609804
134,10000034,93604465;93604211;93604209;93604267;93604270;93604266;93604271;93604276;93604466;93605434;93605435;93600889;93605124;93605878;93605876;93604936;93606336;93606335;93606343;93606380;93606382;93606383;93606824;93606826;93606836;93607075;93607792;93608024;93608099;93608164;93608166;93608167;93608211;93608212;93608214;93609240;93609000;93610993
135,10000035,93604465;93604211;93604209;93604267;93604270;93604266;93604271;93604277;93604466;93604882;93605436;93605437;93600889;58433;93605124;93605876;93604936;93606336;93606335;93606343;93606380;93606382;93606383;93606431;93606432;93606824;93606826;93606836;93604502;93607792;93608025;93608099;93608164;93608166;93608178;93608212;93608214;93608240;93609022;93608969;93609887;93609239;93609000;93608439;93610993;93609491
136,10000036,93604211;93604209;93604264;93604269;93604273;93604276;93604278;93604467;93605426;93605430;2979302;93606431;93606432;93606836;93604502;93607792;93608099;93610993;93610124;93609086
137,10000037,93604471;93604472;93604473;93604474;93604475;93604480;93604481;93604482;93604483;93604484;93604485;93604502;93604901;93605081;93606023
138,10000038,93604499;93604509;93604525;93600049;93604690;93600048;93600040;93604856;93604894;93604895;93604963;93604964;93604357;93604393;93604371;93604424;93600055;93605063;93605188;93605238;93605250;93605293;93605302;93605416;93605418;93605449;93605448;93605466;93605465;93605484;93605494;93605501;93605510;93605496;93605520;93605513;93605523;93605526;93605525;93605536;93605552;93605559;93605572;93605578;93605587;93605652;93605672;93605673;93605697;93605696;93605715;93605721;93605124;93605792;93605797;93605789;93605656;93605865;93605872;93605873;93605874;93605882;93605883;93605884;93605885;93605886;93605312;93605891;93605920;93605917;93606000;93606006;93605808;93606027;93606028;93606004;93606030;93606035;93606002;93606042;93606044;93605997;93605989;93605987;93606050;93606065;93605887;93606001;93606111;93606100;93606122;93606124;93606133;93606178;93606188;93606218;93606223;93606231;93606283;93606331;93606349;93606351;93606399;93606406;93606415;93606442;93606458;93606466;93606467;93606449;93606508;93606510;93606537;93606560;93606562;93606575;93606591;93606592;93606593;93606594;93606595;93606600;93606601;93606604;93606605;93606608;93606655;93606656;93606659;93606662;93606666;93606685;93606713;93606714;93606720;93606723;93606411;93606413;93606468;93606829;93606830;93606834;93606842;93606991;93607039;93607042;93607046;93607074;93600313;93606980;93606832;93607210;93607211;93607221;93607222;93607272;93607140;93607284;93607285;93607293;93607294;93607296;93607298;93607299;93607304;93607306;93607309;93607311;93607312;93607320;93607321;93607324;93607336;93607337;93607363;93607364;93607366;93607378;93607379;93607415;93607453;93607463;93607481;93607485;93607505;93607506;93607510;93607517;93607519;93607523;93607812;93608001;93608023;93608024;93608025;93608026;93608028;93608029;93608030;93608107;93608360;93609883;93610427;93610468;93610469
139,10000039,93608371;93600717;93608374;93604511;93604520;93600350;93608378;93600352;93608380;93600353;93600354;93608384;93600355;93608385;93604523;93604903;93608387;93604904;93608388;93604905;93608390;93604906;93608393;93604908;93608396;93604909;93608399;93604910;93608400;93604911;93608401;93604912;93608402;93604913;93608403;93604914;93608404;93604915;93608405;93604916;93608406;93604917;93608407;93604918;93604919;93604920;93604921;93608412;93604922;93608415;93604923;93608416;93604924;93608419;93604925;93608420;93604926;93608421;93604927;93608422;93604928;93608423;93604931;93608424;93608425;93608426;93605270;93608427;93605371;93605372;93605468;93608431;93605469;93608432;93605470;93608433;93605471;93608434;93605472;93605473;93605474;93608437;93605537;93608438;93605538;93608441;93605969;93608442;93608443;93605971;93608444;93605972;93608445;93605973;93608446;93605974;93605976;93608448;93605977;93608449;93605979;93608450;93605980;93608452;93605981;93608453;93605982;93606083;93606082;93606246;93608457;93600698;93608458;93606096;93608459;93606451;93608460;93606448;93606452;93606541;93608463;93606542;93605864;93608465;93605859;93608466;93606561;93608467;93600889;93608468;93606570;93608469;93606571;93608470;93606573;93608471;93604949;93608472;93604950;93608473;93606587;93608474;93606588;93608475;93606616;93608476;93606617;93608477;93606721;93608478;93606727;93606729;93608480;93606730;93608481;93606731;93608482;93606732;93608483;93606733;93608484;93606814;93606839;93606711;93607289;93608492;93607290;93607457;93608495;93607469;93608496;93607470;93608497;93607471;93607472;93607473;93608500;93607502;93608501;93607510;93608502;93607516;93608503;93607448;93607546;93608505;93608506;93606774;93608507;93607585;93608508;93607307;93608509;93607586;93608510;93607587;93608511;93607588;93600084;93608513;93605428;93608514;93607514;93608516;93606740;93608517;93606753;93608518;93607817;93608519;93607818;93608520;93607832;93608521;93607833;93608522;93607834;93608523;93607399;93608524;93600088;93608525;93607065;93607840;93608527;93607891;93608528;93607545;93608529;93607895;93608530;93600086;93608531;93600692;93600704;93608533;93600700;93607596;93607896;93607821;93608537;93607824;93606516;93605767;93608540;93606737;93608541;93607954;93608544;93607955;93608545;93607957;93608546;93608547;93607958;93608548;93607973;93607981;93607988;93607819;93608552;93607989;93607990;93607397;93608555;93607992;93607738;93608558;93608559;93607993;93608560;93607816;93608561;93608562;93608563;93600693;93608564;93608565;93608566;93608045;93608567;93608046;93608047;93608569;93608048;93608570;93608049;93608571;93607820;93608052;93608573;93608063;93608575;93608065;93608576;93608577;93608066;93608067;93608579;93608068;93608069;93608070;93608071;93607390;93608584;93608076;93608585;93608077;93608586;2525271;93608078;93608588;93607410;93608589;93608079;93608080;93608591;93608081;93608592;93608082;93608593;93607423;93608595;93607604;2525277;93608597;93608084;93608598;93608599;93608085;93608601;93608086;93608602;93608091;93608603;93608093;93608604;93608092;93608605;93608099;93608100;93608101;93608102;93608609;93608610;93608157;93608611;93608612;93608159;93608613;93608614;93608181;93608197;93610173;93608377;93608618;93608382;93608620;93608621;93608623;93608624;93608625;93608626;93608627;93608628;93608629;93608630;93608632;93608633;93608634;93608637;93608639;93608640;93608641;93608644;93608645;93608646;93608647;93608651;93608652;93608653;93608654;93608655;93608657;93605921;93608662;93608663;93608665;93608667;93608668;93608669;93608670;93608671;93608672;93608673;93608675;93608676;93608677;93608678;93608679;93608681;93608682;93608683;93608684;93608686;93608687;93608689;93608690;93608691;93608694;93608696;93608697;93608698;93608699;93608700;93608701;93608702;93608705;93608708;93608712;93608715;93608719;93608720;93608722;93608723;93608724;93608725;93608726;93608727;93608728;93608730;93608731;93608732;93608734;93608735;93608736;93608737;93608738;93608741;93608742;93608743;93608744;93608745;93608746;93608747;93608748;93608750;93608751;93608755;93608756;93608759;93608762;93608763;93608764;93608765;93608768;93608770;93608771;93608772;93608773;93608775;93608776;93608777;93608778;93608779;93608780;93608781;93608782;93608783;93608784;93608785;93608786;93608788;93608789;93608790;93608791;93608792;93608793;93608794;93608795;93608796;93608797;93608798;93608799;93608800;93608801;93608802;93608803;93608807;93608808;93608809;93608811;93608812;93608813;93608814;93608817;93608818;93608819;93608820;93608821;93608822;93608823;93608824;93608825;93608826;93608827;93608828;93608829;93608830;93608831;93608832;93608833;93608834;93608835;93608836;93608837;93608838;93608840;93608841;93608842;93608843;93608844;93608846;93608847;93608848;93608849;93608851;93608852;93608853;93608854;93608855;93608856;93608857;93608858;93608859;93608863;93608864;93608865;93608866;93608867;93608868;93608871;93608873;93608874;93608875;93608876;93608877;93608878;93608879;93608880;93608881;93608882;93608883;93608884;93608885;93608886;93608887;93608888;93608889;93608890;93608891;93608892;93608893;93608900;93608901;93608902;93608903;93608905;93608906;93608907;93608910;93608911;93608912;93608913;93608914;93608915;93608916;93608917;93608918;93608920;93608921;93608924;93608925;93608926;93608927;93608928;93608929;93608930;93608932;93608933;93608940;93608941;93608942;93608943;93608949;93608950;93608957;93608958;93608960;93608962;93608963;93608967;93608969;93608970;93608973;93608975;93608976;93608977;93608978;93608979;93608980;93608981;93608982;93608983;93608985;93608987;93608988;93608990;93608991;93608992;93608994;93608998;93609000;93609001;93609002;93609004;93609005;93609006;93609007;93609008;93609009;93609010;93609011;93609012;93609013;93609014;93609015;93609018;93609019;93609020;93609021;93609022;93609023;93609024;93609025;93609026;93609027;93609029;93609030;93609031;93609032;93609033;93609034;93609036;93609037;93609038;93609039;93609041;93609042;93609043;93609044;93609045;93609046;93609047;93609049;93609050;93609051;93609052;93609054;93609058;93609059;93609061;93609066;93609067;93609069;93609070;93609071;93609072;93609073;93609074;93609075;93609077;93609079;93609080;93609082;93609084;93609085;93609090;93609091;93609092;93609093;93609095;93609096;93609097;93609100;93609101;93609102;93609103;93609104;93609105;93609106;93609107;93609108;93609109;93609113;93609114;93609115;93609116;93609117;93609118;93609120;93609121;93609123;93609124;93609125;93609126;93609127;93609128;93609129;93609130;93609131;93609132;93609133;93609134;93609135;93609136;93609137;93609138;93609139;93609140;93609141;93609142;93609143;93609144;93609145;93609146;93609148;93609150;93609151;93609152;93609153;93609154;93609155;93609156;93609157;93609158;93609159;93609160;93609161;93609162;93609164;93609165;93609166;93609168;93609169;93609172;93609173;93609175;93609176;93609178;93609179;93609180;93609181;93609183;93609184;93609185;93609186;93609187;93609188;93609189;93609190;93609192;93609193;93609194;93609195;93609196;93609197;93609198;93609199;93609200;93609202;93609203;93609204;93609205;93609206;93609207;93609208;93609209;93609210;93609211;93609212;93609213;93609214;93609215;93609216;93609217;93609218;93609219;93609221;93609224;93609225;93609230;93609231;93609235;93609236;93609237;93609238;93609241;93609242;93609243;93609245;93609246;93609247;93609248;93609249;93609250;93609251;93609252;93609253;93609254;93609255;93609256;93609257;93609258;93609259;93609260;93609261;93609262;93609263;93609264;93609265;93609266;93609267;93609268;93609269;93609273;93609275;93609276;93609277;93609278;93609280;93609283;93609286;93609287;93609288;93609289;93609290;93609291;93609293;93609294;93609295;93609297;93609298;93609300;93609301;93609303;93609304;93609305;93609306;93609308;93609309;93609310;93609311;93609312;93609313;93609314;93609315;93609317;93609318;93609319;93609321;93609322;93609323;93609324;93609328;93609330;93609331;93609333;93609336;93609337;93609338;93609339;93609340;93609341;93609342;93609343;93609344;93609345;93609346;93609347;93609348;93609349;93609350;93609351;93609352;93609353;93609354;93609355;93609356;93609358;93609359;93609361;93609362;93609363;93609365;93609366;93609367;93609369;93609372;93609373;93609374;93609375;93609376;93609379;93609380;93609381;93609382;93609383;93609384;93609385;93609386;93609388;93609389;93609390;93609391;93609392;93609394;93609396;93609398;93609399;93609400;93609403;93609404;93609405;93609406;93609407;93609409;93609410;93609411;93609412;93609413;93609414;93609415;93609416;93609419;93609420;93609423;93609424;93609427;93609428;93609429;93609430;93609431;93609432;93609433;93609434;93609435;93609436;93609437;93609438;93609440;93609442;93609444;93609446;93609450;93609451;93609452;93609453;93609455;93609460;93609461;93609462;93609463;93609464;93609465;93609466;93609467;93609468;93609470;93609471;93609472;93609473;93609476;93609477;93609478;93609481;93609482;93609483;93609484;93609487;93609489;93609491;93609492;93609495;93609496;93609497;93609498;93609499;93609502;93609504;93609505;93609506;93609507;93609509;93609510;93609511;93609514;93609515;93609516;93609517;93609524;93609525;93609526;93609527;93609529;93609531;93609532;93609534;93609536;93609538;93609539;93609540;93609541;93609542;93609544;93609545;93609546;93609547;93609549;93609550;93609552;93609553;93609554;93609556;93609557;93609558;93609559;93609560;93609562;93609563;93609564;93609565;93609567;93609568;93609569;93609570;93609571;93609573;93609574;93609575;93609576;93609577;93609578;93609579;93609580;93609581;93609582;93609583;93609584;93609587;93609588;93609589;93609590;93609591;93609592;93609593;93609595;93609597;93609599;93609600;93609601;93609602;93609604;93609605;93609610;93609611;93609612;93609613;93609615;93609616;93609618;93609619;93609622;93609623;93609625;93609626;93609627;93609628;93609629;93609631;93609632;93609633;93609634;93609635;93609636;93609637;93609639;93609640;93609641;93609644;93609645;93609646;93609647;93609648;93609649;93609650;93609651;93609653;93609654;93609655;93609656;93609657;93609659;93609660;93609661;93609662;93609663;93609664;93609666;93609667;93609668;93609669;93609670;93609671;93609672;93609674;93609676;93609677;93609678;93609679;93609680;93609681;93609682;93609683;93609685;93609687;93609689;93609690;93609691;93609692;93609695;93609698;93609699;93609700;93609701;93609702;93609703;93609704;93609705;93609706;93609707;93609709;93609710;93609712;93609713;93609714;93609715;93609716;93609717;93609718;93609719;93609720;93609721;93609723;93609724;93609725;93609726;93609727;93609728;93609729;93609730;93609731;93609732;93609733;93609735;93609736;93609737;93609738;93609740;93609741;93609742;93609743;93609744;93609745;93609746;93609747;93609750;93609752;93609756;93609758;93609759;93609760;93609761;93609762;93609763;93609764;93609765;93609768;93609771;93609773;93609774;93609775;93609777;93609780;93609781;93609782;93609784;93609785;93609786;93609787;93609788;93609789;93609790;93609791;93609792;93609793;93609794;93609795;93609796;93609797;93609798;93609799;93609800;93609801;93609802;93609803;93609806;93609807;93609808;93609809;93609810;93609811;93609812;93609813;93609814;93609815;93609816;93609817;93609818;93609819;93609820;93609821;93609822;93609823;93609824;93609825;93609826;93609827;93609829;93609830;93609831;93609832;93609833;93609834;93609835;93609836;93609837;93609838;93609839;93609840;93609841;93609842;93609843;93609844;93609845;93609846;93609847;93609848;93609849;93609850;93609851;93609853;93609854;93609855;93609856;93609857;93609858;93609859;93609860;93609861;93609862;93609863;93609864;93609865;93609866;93609867;93609868;93609869;93609870;93609871;93609873;93609876;93609877;93609878;93609879;93609880;93609881;93609882;93609883;93609884;93609885;93609886;93609887;93609888;93609889;93609890;93609891;93609892;93609893;93609894;93609895;93609896;93609897;93609899;93609900;93609902;93609903;93609905;93609906;93609907;93609908;93609909;93609910;93609911;93609912;93609913;93609914;93609915;93609916;93609917;93609918;93609919;93609920;93609921;93609922;93609924;93609925;93609926;93609927;93609928;93609929;93609930;93609931;93609932;93609933;93609934;93609935;93609937;93609938;93609939;93609940;93609941;93609942;93609943;93609944;93609945;93609946;93609947;93609948;93609949;93609950;93609951;93609952;93609953;93609954;93609955;93609956;93609957;93609958;93609959;93609960;93609961;93609962;93609964;93609965;93609966;93609967;93609969;93609970;93609971;93609972;93609973;93609974;93609975;93609976;93609977;93609978;93609979;93609980;93609981;93609982;93609983;93609984;93609985;93609986;93609987;93609988;93609989;93609990;93609991;93609992;93609993;93609994;93609995;93609996;93609997;93609998;93609999;93610000;93610001;93610002;93610003;93610004;93610005;93610006;93610007;93610008;93610009;93610010;93610011;93610012;93610013;93610014;93610015;93610016;93610017;93610018;93610019;93610020;93610021;93610022;93610023;93610024;93610025;93610026;93610027;93610028;93610029;93610030;93610031;93610032;93610033;93610034;93610035;93610036;93610037;93610038;93610039;93610040;93610041;93610042;93610043;93610044;93610045;93610046;93610047;93610048;93610049;93610050;93610051;93610052;93610053;93610054;93610055;93610056;93610057;93610058;93610059;93610060;93610061;93610062;93610063;93610064;93610065;93610066;93610067;93610068;93610069;93610070;93610071;93610072;93610073;93610074;93610076;93610077;93610078;93610079;93610080;93610081;93610082;93610083;93610084;93610085;93610086;93610087;93610088;93610089;93610090;93610091;93610092;93610093;93610094;93610095;93610096;93610097;93610098;93610099;93610100;93610101;93610102;93610103;93610104;93610105;93610106;93610107;93610108;93610109;93610110;93610111;93610112;93610113;93610114;93610116;93610117;93610118;93610119;93610120;93610121;93610122;93610123;93610124;93610125;93610126;93610127;93610130;93610131;93610132;93610133;93610134;93610135;93610136;93610137;93610138;93610139;93610140;93610141;93610143;93610144;93610145;93610146;93610147;93610148;93610149;93610150;93610151;93610152;93610153;93610154;93610155;93610156;93610157;93610158;93610159;93610160;93610161;93610162;93610163;93610164;93610165;93610167;93610168;93610169;93610170;93610171;93610172;93610409;93608074;93608117;93610228;93607984;93600706;93608039;93608038;93608757;93607972;93607804;5192801;93604503;93607755;93607420
140,10000040,93605468;93605469;93605470;93605471;93605472;93605473;93605474;93606322;93606327;93606474;93606475;93606476;93606477;93606479;93606480;93606485;93606489;93606491;93606493;93606494;93606495;93606496;93606497;93606500;93606501;93606492;93606482;93606091;93606667;93606679;93606710;93606951;93606962;93606963;93606967;93606970;93606971;93607352;93607418;93607419;93607420;93607430;93607431;93607434;93607435;93607436;93607437;93607438;93607441;93607442;93607443;93607444;93607445;93607477;93607733;93607638;93607639;93607640;93607641;93607642;93607643;93607647;93607656;93607657;93607658;93607659;93607660;93607661;93607662;93607663;93607664;93607665;93607666;93607668;93607755;93607753;93607754;93607756;93607757;93607758;93607759;93607760;93607761;93607762;93607763;93607797;93607798;93607799;93607800;93607801;93607802;93607803;93607804;93607963;93607964;93607965;93607966;93607967;93607969;93607970;93607971;93607972;93608059;93608060;93608061;93608339;93608340;93608348;93610364;93606982;93609018;93610431;93610516;93610517;93610518;93610519;93610520;93610521;93610522;93610523;93610524;93610525;93610526;93610527;93610528;93610529;93610536;93610537
141,10000042,93604591;93604592;93604593;93604594;93604595;93604596;93604597;93604598;93604599;93604600;93604601;93604603;93604605
142,10000043,93604602;93604608;93604609;93604612;93604614;93604616;93604618;93604714;4342809;4411707;4414807;93605236;93604711;93604719;4390794;93604607;93604589;93604606;93604604;93605653;93605654;93605655;93606198;93607590;93607884;93608208
143,10000044,93604633;93604634;93604636;93604637;93604638;93604639;93604640;93604641;93605570;93605571;93600467;93600379;93600380;93600389;93600390;93600397;93600399;93600410;93600411;93600419;93600422;93600426;93600430;93600437;93600438;93600369;93600445;93600456;93600465;93600469;93600485;93600491;93600364;93600365;93605824;93605823;93606081;93604687;93604688;93604689;93606334;93606344;93606766;93606767;93606768;93606770;93606791;93606792;93606797;93606798
144,10000045,93604642;93604643;93604498
145,10000046,93604647;93604648;93604651;93604653;93604654;93604655;93604564;93605313;93606316;93606897;93606898;93604940;93604941
146,10000047,93604662;93604664;93604666;93604707;93604710;93604711;93604719;93604717;4649200;93605725;93600051;93605720;93605482;93605726;93604720;93604728;93605731;93606179;93606180;93607079
147,10000048,93604693;93604694;93605597;93605598;93605634;93605637;93604498;93605658;93605659;93604659;93606833
148,10000049,93604699;93604700;93604703;93604704;93604707;93604710;93604711;93604716;93604717;93604719;93604720;93604721;93604722;93604723;93604724;93604725;93604726;93604727;93604728;93604730;93604731;93604732;93604733;93604734;93604736;93604737;93604738;93604739;93604740;93604741;93604742;93604743;93604744;93604745;93604746;93604747;93604753;93604754;93604755;93604756;93604757;93604758;93604759;93604760;93604764;93604786;93604787;93604788;93604790;93604791;93604792;93604793;93604794;93604795;93604796;4411707;4342809;4414807;4390794;93605236;93604714;93604623;93605461;93605482;93605500;93604772;93605653;4649200;93605725;93600051;93605720;93605726;93604980;93605573;93600584;93605901;93605902;93605904;93605905;93605906;93605934;93604773;93606200;93606239;93606240;93606407;93606894;93606897;93606898;93606912;93606913;93607034;93607590;93608160;93608161;93608162;93608163;93608208;93605816
149,10000050,93604768;93604769;93604770;93604771;93604772;93604773;93604774;93604775;93604776;93604777;93604778;93604779;93604780;93604781;93604782;93604783;93604784;93604785;93605583;93600798;93605943;93605944;93605945;93605946;93605947;93605948;93605949;93605951;93605952;93605953;93600872;93605955;93605579;93605585;93600800;93600760;93600750;93600862;93600816;93600828;93600841;93605957;93600757;93600822;93600837;93600846;93600857;93605959;93605960;93605961;93605919;93605918;93605962;93605963;93605965;93605966;93606008;93606009;93606176;93605941;93606410;93606523;93600878;93606535;93606598;93606665;93606664;93607214;93607215;93607452;93607882;93607883;93608157
150,10000052,93604883;93604884;93604885;93604683;93604684;93604889;93605512;93605634;93605637;93604498;93605658;93605659;5852595;93605010;93606734;93606735;93606833
151,10000054,93605073;93605084;93605087;93605091;93605098;93605100;93605101;93605102;93605103;93605104;93605105;93605106;93606424;93607283
152,10000055,93600915;93600920;93600923;93604816;93605341;93605349;93605350;93600925;93605342;93605343;93605351;93600927;93600928;93605352
153,10000056,93600915;93600920;93600923;93600925;93600924;93604816;93605341;93605349;93605350;93604824;93604825;93604826;93604827;93604828
154,10000057,93600915;93600920;93600923;93604816;93605341;93605349;93605350;93604814;93604815;93604817;93604822;93604823;93604824;93604825;93604826;93604828
155,10000059,93605156;93605209
156,10000060,93605108;93605184;93605096;93605085;93605088;93605119;93604440;93604707;93604438;93604448;93604449;93604450;93605436;93605437;93605653;93605651;93604748;93604623;93605634;93605637;93605658;93605659;5209508;93605014;93605015;93605016;93605017;5163006;93605019;93605018;5233397;5233597;93604550;93605676;93605677;93605678;93605022;93605674;5802207;61400028;93605071;93605124;93605805;93604936;93605121;93605120;93605111;93605926;93605212;93605927;93605110;93605928;2949009;93605930;93605931;93605579;93605959;93605963;93606013;93605814;93605675;93605065;93606201;93606210;93606221;93606187;93600395;93605569;93600377;93600408;93600424;93600483;93600443;93600366;93600474;93600453;93600468;93606204;93606336;93606425;93600523;93600511;93606547;93606597;93606610;93606626;93606627;93606740;93606741;93606742;93606743;93606753;93606754;93606755;93606756;93606757;93606758;93606759;93606760;93606763;93606765;93606775;93606843;93606844;93606845;93606868;93606914;93606915;93607478;93608144;93608148;93608149;93608160;93608161;93608164;93608166;93608178;93608212;93608214;93608215;93608222;93608227;93608228;93608229;93608230;93608232;93608233;93609887;93610450;93608526;93610448;93610756;93611004;93611005;93611006;93611007;93611008;93611009;93611010;93611011;93611012;93611013;93611014;93611015;93611016;93611017;93611018;93611032;93609129;93606613;93606615;93606614
157,10000062,93605109;93605110;93605112;93605121;93605111;93605212;93605118;93605119;2925308;93605120;93605923;93605925;93605926;93605927;93605928;93605929;2949009;93605930;93605931;93606177;93606210;93600046;93606577;93606578;93606579;93606700;93606701;93606740;93606741;93606742;93606743;93606744;93606745;93606746;93606747;93606748;93606749;93606751;93606752;93606753;93606754;93606755;93606756;93606763;93606765;93606899;93606930;93606931;93606932;93606933;93606934;93606935;93606936;93606937;93606938;93606939;93606940;93606941;93606943;93606944;93607071;93607892;93608382;93611029
158,10000063,93605110;93605119;2925308;93605120;93605923;93605109;93605212;93605927;93605928;93605929;2949009;93605930;93605931;93605111;93605926;93605112;93605925;93606210;93600046;93606584;93606585;93606586;93606700;93606701;93606879;93607071;93607518;93607892
159,10000064,93605119;2925308;93605120;93605109;93605212;93605927;93605110;93605928;93605929;2949009;93605930;93605931;93606210;93600046;93606580;93606582;93606583;93606700;93606701;93606879;93607892
160,10000065,93605117;93605194;93605195;93605116;2925308;93605859;93605864;93605212;93605927;93605929;29000009;93605933;93606005;93606207;93606576;93606700;93606701;93606879;93607080;93607539;93607541;93607542;93607543;93607892;93607988;93608159
161,10000066,93605117;93605194;93605195;93605859;93605864;93606744;93606745;93606746;93606747;93606748;93606749;93606751;93606752;93606930;93606931;93607080;93607518;93607541;93607542;93607543;93607893;93608382;93610727
162,10000067,93604707;93604710;93604717;93600051;93605482;93605727;93605534;93605732;93605731;93605730;93605729;93605734;93605737;93605736;93605076;93605077;93605735;93605742
163,10000068,4411707;4342809;4414807;4390794;93605236;93604707;93604710;93604714;93604717;93605482;93605499;93605529;93604736;93604734;93605653;93605695;93605694;93605705;93600051;93605734;93605737;93605736;93605076;93605077;93605735;93605742;93604980;93605843;93605848;93605849;93605850;93605851;93605852;93604791;93605878;93605877;93605573;93600584;93605901;93605902;93605903;93605904;93605905;93605906;93605907;93605934;93606018;93606200;93606239;93606240;93600053;93606393;93606414;93606490;93606531;93606894;93606897;93606898;93606912;93606913;93607590;93607891;93608160;93608161;93608162;93608163;93608226
164,10000069,4411707;4342809;4414807;4390794;93605236;93604707;93604710;93604714;93604609;93604623;93605404;93605653;93605076;93605077;93605071;93605072;93605074;93605075;93605078;93605079;93605740;93605741;93605742;93604980;93604791;93605856;93605868;93605573;93600584;93605902;93605903;93605905;93605906;93605907;93605934;93605512;93606198;93606200;93606201;93606202;93606203;93606239;93606240;93606789;93606868;93606896;93606897;93606898;93606912;93606913;93606914;93606915;93606918;93607590;93608160;93608161;93608162;93608163;93608223;93608225
165,10000070,93604573;93604572;93604590;93604373;93600636;93604935;93600639;93604588;93604589;93605800;93606330;93600662;93606422;93606427;93606428;93606718;93606981;93607057
166,10000071,93605241;93605242;93605243;93605244;93605245;93605246;93605247;93605248;93605249;93605251;93605252;93605253;93605254;93605255;93605256;93605257;93605259;93605260;93600719;93605801;93605816;93605835;93605836
167,10000072,93604623;93604620;93605273;93604748;93604609;93605651;93606198;93608207;93607857;93610475;93610476;93608451
168,10000074,93605290;93600951;93600950;93605354;93605359;93605360;93605361;93605374;93605419;93605521;5167697;93600998;9411195;93605230;5816496;93606163
169,10000075,93605308;93605309;93605310;93605311;93605650
170,10000076,5251794;5265204;93605321;5261295;93605331;93605340;93604800;93606158;93606159;93605338;93605339;93605325;5164106;93604661;93606661
171,10000077,5251794;5265204;93605321;5164106;93605325;93605326;5261295;93605331;93605340;93604800;93604661;93604584;93606470;93606661
172,10000078,5251794;5265204;93605321;5164106;93605325;93605326;93605327;93605328;93605329;5261295;93605331;93605338;93605339;93605340;93604800;93604803;93604806;93604808;93604811;93606661
173,10000079,93604974;93605744;93605745;93605746;93605748;93604975;93605755;93605756;93605757;93605758;93605759;93605761;93605764;93605765;93605814
174,10000080,93605326;93600915;93605341;93600930;93600929;93600931;93604661
175,10000081,93600918;93605343;93605346;93605348;69200091;93605368;93605370;93605066;93600542;93605414;93605164;93605457;93605157;93605633;93605684;93606342;93606345;93606346;93606776;93606777;93607752;93607857;93608099;93610993
176,10000082,93605733;93605762;93604960;93600590;93605766;93605767;93605768;93605769;93605770;93605772;93605773;93605774;93605775
177,10000083,93605738;93605747;93605749;93605750;93605751;93605752;93605753;93605754;93605764;93605765;93606357;93606359
178,10000085,93604829;93604831;93604833;93605362;93605439
179,10000086,3339506;3484009;3458609;3377809;93601002;4270504;4244796;5046211;5025004;5020304;4932204;5061086;5076309;4905304
180,10000087,93601004;93604541;93604538;4906004;4901888;93605445
181,10000088,5707098;5771601;57400025;5802496;5815808;5869104;93604959;6812997
182,10000089,93605404;93605405;93605409;93605410;93605411;93605412;93605461;93600051;93604707;93604710;93605076;93605077;93604717
183,10000090,93605936;93605944;93600750;93600757;93606520;93606527;93605958;93604413;93600585
184,10000091,93605579;93605583;93605584;93605585;93605124;93600798;93605943;93605944;93605945;93605946;93605947;93605948;93605949;93605951;93605952;93605953;93600872;93605955;93600800;93600760;93600750;93600808;93600862;93600816;93600828;93600841;93600851;93605957;93600768;93605958;93600757;93600822;93600837;93600846;93600857;93605959;93605960;93605961;93605919;93605918;93605962;93605963;93605965;93605966;93605381;93605376;93605375;93605400;93605397;93606013;93606014;93606011;93606012;93606008;93606009;93604968;93604969;93605763;93605297;93605862;93606176;93606409;93606410;93606518;93606519;93606520;93606521;93606522;93606523;93606524;93606526;93606527;93606529;93606530;93606532;93606533;93606534;93606535;93606536;93606806;93606807;93606922;93606923;93606924;93606925;93606926;93606928;93606929;93606893;93607882;93607883;93608150;93608232;93608233;93608316;93608313;93609852;93610757;93610759;93610831;93610832;93608202;93608201;93608200;93610752;93611031
185,10000092,93600770;93605952;93605957
186,10000093,93600541;93600724;93600723;93604399;93604391;93605160;93605159;93604398;93604390;93604402;93604396;93604401;93604400;93604397;93604389;93604388;93605635;93604404;93604405;93605230;93605815;93605909;93605910;93605912;93605913;93605990;93605993;93605994;93605995;93605996;93606008;93606009;93606015;93606016;93606163;93606162;93606859;93607271;93606901;93610450;93610960
187,10000094,93600541;93600724;93600723;93604399;93604391;93605160;93605159;93604398;93604390;93604402;93604396;93604401;93604400;93604397;93604389;93604388;93605635;93604403;93605601;93604404;93604405;93605230;93605763;93605815;93605909;93605910;93605912;93605913;93605990;93605993;93605994;93605995;93605996;93606011;93606012;93606015;93606016;93606163;93606162;93607271;93606901;93607810
