,id,categories,name,price,type,accessories
1116,93606913,10007;10008;10009;10060;10086;10117;10120;10121;10122;10000049;10000068;10000069;10000130;10000292;10000318;10000383,Adornos de estriberas del pasajero Spectra Glo,206.770000,simple,93606912
1117,93607079,10007;10027;10058;10000047,KIT DE REDUCCIÓN DE LA PARTE TRASERA PARA MODELOS DYNA GLIDE,127.480000,simple,
1118,93607214,10007;10008;10009;10000050;10000109;10000112;10000149;10000262,MOTOR DE ARRANQUE DE 1'4 KW DE ALTO RENDIMIENTO,566.390000,simple,
1119,93607215,10007;10008;10009;10000050;10000109;10000112;10000149;10000262,MOTOR DE ARRANQUE DE 1'4 KW DE ALTO RENDIMIENTO,703.120000,simple,
1120,93608137,10007;10009;10000027;10000029;10000130;10000288;10000369;10000388,"KIT,THROT/GRIP,ETC,BLK",143.630000,simple,
1121,93608440,10007;10000151;10000314,"SILENCIOSOS  COBRA 3"" S/C 08-14 FXDF",372.350000,simple,
1122,10,10008;10103;10000122;10000155;10000376,Respaldo completo Softail Blackline o Slim,452.000000,pack,
1123,5714005,10008;10024,Parabrisas King-Size Detachable Nostalgic FL Softail,0.000000,simple,9598298
1124,5716005,10008;10024,Parabrisas Compacto Detachable Deuce,0.000000,simple,9598298
1125,5725108,10008;10024,Parabrisas super sport desmontable FX Softail,0.000000,simple,9598298
1126,5770108,10008;10024,Parabrisas Compacto Detachable Springer,0.000000,simple,5890796
1127,5774904,10008;10024,Parabrisas King-Size Detachable Soportes Negros FL Softail,0.000000,simple,5869104;9598298
1128,5796997,10008;10024,Parabrisas super sport desmontable FX Softail,0.000000,simple,5816496;9598298
1129,5824395,10008;10024,Parabrisas King-Size Detachable Transparente con Soportes Pulidos FL Softail,0.000000,simple,5869104;9598298
1130,5865297,10008;10024,Parabrisas King-Size Detachable FL Softail con alojamiento del faro,0.000000,simple,5869104;9598298;93605695;93605705
1131,5869104,10008;10009;10022;10024;10064;10000088;10000106,Embellecedor con calavera alada para parabrisas,97.920000,simple,
1132,5877297,10008;10024,Parabrisas King-Size Detachable para Heritage Springer,352.640000,simple,5890796
1133,5890796,10008;10024,Tornilleria de fijación para parabrisas desmontables Springer,0.000000,simple,
1134,29200008,10008;10024,Deflector de aire en la zona media del bastidor,99.000000,simple,
1135,93600042,10008;10027;10058;10121;10000104,Barras protectoras regulables para autopista Softail,231.810000,simple,
1136,93600043,10008;10027;10058;10121;10000104,Barras protectoras regulables para autopista Softail,231.810000,simple,
1137,93600053,10008;10000068;10000109,TAPA CROMADA REGULADOR,48.930000,simple,
1138,93600468,10008;10009;10062;10076;10000028;10000029;10000060;10000381,Puños Streamliner,109.890000,simple,
1139,93600513,10008;10009;10063;10076;10000028;10000029;10000288;10000370,Puños calefactables streamliner ,293.850000,simple,93605157
1140,93600514,10008;10009;10063;10000028;10000029;10000288;10000370,Puños calefactables goma negra,231.810000,simple,93606347
1141,93600527,10008;10009;10060;10078;10086;10121;10122,Estriberas del piloto largas,217.660000,simple,93600489
1142,93600643,10008;10084;10091;10118,Bolsa cónica estilo mensajero,183.140000,simple,
1143,93600644,10008;10084;10091;10118,Bolsa touring de cuero Heritage,359.170000,simple,
1144,93600660,10008;10009;10084;10091,Bolsa térmica para alforjas cuadrada,48.930000,simple,
1145,93600665,10008;10084;10091,Bolsa para horquillas,92.470000,simple,
1146,93600687,10008;10084;10118,Portavasos del piloto Softail,65.260000,simple,
1147,93600972,10008;10009;10094;10101,Kit de recolocación de matricula,92.590000,simple,
1148,93600977,10008;10093,Softail - Kit de montaje del asiento de muelle,0.000001,simple,93604244;93604245;93604246;93604247;93605568
1149,93604232,10008;10093;10000130,Asiento Individual Brawler Softail,385.290000,simple,93604233;93604316
1150,93604233,10008;10093,Asiento Brawler de vinilo,250.310000,simple,93604232;93604316
1151,93604234,10008;10093,Asiento Sidekick ,435.370000,simple,93604243
1152,93604235,10008;10093,Asiento Rallyrunner,435.370000,simple,93604243
1153,93604236,10008;10093,Asiento Badlander Softail,0.000000,simple,93604243
1154,93604241,10008;10093,Asiento Individual Tuck&Roll,324.400000,simple,93604242
1155,93604242,10000015,"PASSENGER PILLION,FLS",176.290000,simple,93604241;93604243
1156,93604243,10008;10101;10121,Kit de fijación de las estriberas del acompañante,60.900000,simple,
1157,93604248,10008;10093,Asiento individual muelles estandar de cuero,297.120000,simple,93605668
1158,93604249,10008;10077;10093,Asiento individual muelles de cuero con faldon nostalgic,297.120000,simple,93605668
1159,93604252,10008;10093,Asiento Signatures Series con respaldo para piloto - Diseño Liso,0.000000,simple,93604243;93604253
1160,93604254,10008;10093,Asiento Signatures Series con respaldo para piloto - Diseño con tachuelas,605.180000,simple,93604253
1161,93604255,10008;10093,Asiento Signatures Series con respaldo para piloto - Diseño Deluxe,616.060000,simple,
1162,93604256,10008;10093,Asiento Conformado Sundowner - Blackline y Slim,396.180000,simple,93604243
1163,93604257,10008;10093,Asiento Conformado Sundowner - Diseño con tachuelas,429.920000,simple,
1164,93604258,10008;10093,Asiento Conformado Sundowner - Diseño Deluxe,429.920000,simple,
1165,93604259,10008;10093,Asiento Conformado Sundowner - Diseño Fat Boy 07-11,413.590000,simple,93604243
1166,93604260,10008;10093,Asiento Conformado Sundowner - Diseño Fat Boy 00-06,413.590000,simple,
1167,93604261,10008;10093,Asiento Conformado Sundowner - Diseño Deuce,429.920000,simple,
1168,93604263,10008;10093,Asiento Reduced Reach,0.000000,simple,93604243
1169,93604289,10008;10093;10105;10113,Funda del depósito de combustible,47.840000,simple,
1170,93604304,10008;10093,Asiento Reduced Reach - Blackline y Slim,412.510000,simple,93604243
1171,93604305,10008;10093,Asiento Reduced Reach - Deluxe,402.710000,simple,
1172,93604307,10008;10093,Asiento Individual Super Reduced Reach,0.000000,simple,93604310
1173,93604308,10008;10093,Asiento Tallboy Liso,412.510000,simple,93604243
1174,93604309,10008;10093,Asiento Tallboy Deluxe,402.710000,simple,
1175,93604310,10008;10093,Asiento del acompañante touring,0.000000,simple,
1176,93604315,10008;10093,Asiento del acompañante Cross Bones,210.850000,simple,93604243
1177,93604316,10008;10093,Asiento del acompañante Brawler,163.230000,simple,93604232;93604233
1178,93604317,10008;10093,Faldón guardabarros trasero - Deluxe,77.230000,simple,
1179,93604318,10008;10093,Faldón guardabarros trasero - Fat Boy,77.230000,simple,
1180,93604326,10008;10093,Riel asidero para el acompañante,143.630000,simple,93604286
1181,93604331,10008;10093;10000022,Tornillos cromados asientos FLST 87-99,10.830000,simple,
1182,93604337,10008;10101;10118,Kit de tornilleria de fijación Alforjas HARLEY DAVIDSON,82.680000,simple,
1183,93604338,10008;10101;10118,Kit de tornilleria de fijación,54.370000,simple,
1184,93604339,10008;10101;10118,Kit de tornilleria de fijación,39.130000,simple,
1185,93604340,10008;10101;10118,Kit de tornilleria de fijación,43.490000,simple,
1186,93604341,10008;10101;10118,Kit de tornilleria de fijación,55.460000,simple,
1187,93604342,10008;10101;10118;10000381,Kit de tornilleria de fijación,22.810000,simple,
1188,93604343,10008;10101;10118,Kit de reubicación de los intermitentes,87.030000,simple,
1189,93604344,10008;10101;10118,Kit de tornilleria de fijación,21.720000,simple,
1190,93604347,10008;10118,Alforjas de cuero desmontables - CVO FXSBSE,936.100000,simple,
1191,93604348,10008;10101;10118;10000381,Kit de tornilleria de fijación,55.460000,simple,
1192,93604349,10008;10101;10118,Kit de tornilleria de fijación,71.790000,simple,
1193,93604351,10008;10101;10118,Kit de tornilleria de fijación,44.700000,simple,
1194,93604352,10008;10101;10118;10000381,Kit de reubicación de los intermitentes,65.260000,simple,
1195,93604353,10008;10101;10118,Kit de separadores,52.200000,simple,
1196,93604387,10008;10118;10000022,Panel del depósito con bolsillo - Slim,108.800000,simple,
1197,93604415,10008;10027;10058;10121;10000381,Kit de mandos avanzados de alcance prolongado FX,0.000000,simple,
1198,93604417,10008;10121,"Kit de mandos avanzados modelos FLSTC, FLSTF, FLSTN, FLSTFB",385.290000,simple,
1199,93604430,10008;10086;10121;10000024,Palanca de frenos Estilo Billet Cromada,195.880000,simple,
1200,93604431,10008;10067;10086;10121;10000024,Palanca de frenos Estilo Billet Edge Cut,195.880000,simple,
1201,93604432,10008;10086;10121;10000024,Palanca de frenos Estilo Billet Negro Satinado,195.880000,simple,
1202,93604691,10008;10086;10121;10000024,Proteccion del talon para la estribera del piloto,77.230000,simple,
1203,93604798,10008;10024;10000104,Carenados Blandos Softail,127.310000,simple,
1204,93604799,10008;10094;10103,Apoyo del arco del respaldo del asiento trasero desmontable alto de una sola pieza - Negro Brillante,217.660000,simple,93604800
1205,93604801,10008;10103;10000155,"Apoyo Del Arco Del Respaldo Del Asiento Trasero Desmontable De Una Sola Pieza - Softail Blackline (Corto, Negro Brillante)",286.230000,simple,
1206,93604802,10008;10103;10000116;10000155,"Apoyo Del Arco Del Respaldo Del Asiento Trasero Desmontable De Una Sola Pieza - Softail Blackline (Altura Estándar, Negro)",286.230000,simple,
1207,93604803,10008;10103;10000078,Almohadilla del respaldo del asiento trasero - Softail Blackline,76.140000,simple,93604801;93604802
1208,93604804,10000015,"BACKREST PAD KIT,SMOOTH,FXS",82.680000,simple,
1209,93604805,10008;10103;10000116,Apoyo del arco del respaldo del asiento trasero desmontable de una pieza desmontable  - Cromado,282.970000,simple,93604806;93604808
1210,93604806,10008;10103;10000078,Almohadilla de respaldo bajo para el arco softail de una sola pieza,82.680000,simple,93604805
1211,93604808,10008;10103;10000078,Almohadilla de respaldo alto para el arco softail de una sola pieza,109.890000,simple,93604805
1212,93604810,10008;10103;10000122,Respaldo completo softail deuce,186.100000,simple,
1213,93604811,10008;10103;10000078;10000155,Almohadilla Corta Del Respaldo - Softail Deuce,76.140000,simple,
1214,93604814,10008;10084;10103;10000057,Bandeja Portaequipajes Doble Air Wing - Cromada,253.580000,simple,
1215,93604815,10008;10103;10000057;10000155,Bandeja Portaequipajes Doble Air Wing - Negro Brillante,253.580000,simple,
1216,93604817,10008;10103;10000057;10000155,Bandeja Portaequipajes Del Guardabarros Recortado - Softail Blackline,157.790000,simple,
1217,93604822,10008;10094;10103;10000057,Bandeja Individual Desmontable - Negro Brillante,217.660000,simple,
1218,93604823,10008;10094;10103;10000057,Bandeja Individual Desmontable - Cromada,217.660000,simple,
1219,93604829,10008;10118;10000085,Bandeja de montaje Tour-Pak individual desmontable,187.180000,simple,
1220,93604835,10008;10084;10118,Kit De Tornilleria De Fijacion,55.460000,simple,
1221,93604836,10008;10084;10118,Kit De Tornilleria De Fijacion,66.350000,simple,
1222,93604847,10008;10084;10101;10118,Kits De Montaje De Alforjas,121.310000,simple,
1223,93604848,10008;10084;10101;10118,Kits De Montaje De Alforjas,76.140000,simple,
1224,93604851,10008;10086;10121;10000024,Palanca de freno trasero de estilo billet - Alcance reducido Cromados,185.000000,simple,
1225,93604852,10008;10086;10121;10000024,Palanca de freno trasero de estilo billet - Alcance Prolongado,195.880000,simple,
1226,93604853,10008;10086;10121;10000024,Palanca de cambios talon-punta de estilo billet - alcance prolongado,176.290000,simple,
1227,93604854,10008;10086;10121;10000024,Selector plegable accionado con el talon,88.120000,simple,
1228,93604855,10008;10086;10121;10000024,Soportes de estriberas del piloto - Cromados,380.940000,simple,
1229,93604858,10008;10086;10121;10000024,Tapa del cilindro maestro trasero - Softail Fl,76.140000,simple,
1230,93604859,10008;10086;10121;10000024,Kit de tapa del control de cambios - Softail FL,76.140000,simple,
1231,93604862,10008;10086;10121;10000024,Tapa del eje del selector talon-punta,21.720000,simple,93604863
1232,93604863,10008;10086;10121;10000024,Tapa del eje del cambio talon-punta con inserto,39.130000,simple,93604862
1233,93604864,10008;10086;10121;10000024,Kit de soportes de las estriberas del acompañante,66.350000,simple,
1234,93604865,10008;10027;10058;10086;10121;10000024;10000381,Kit de fijacion de estribera del acompañante regulables,187.620000,simple,
1235,93604866,10008;10086;10121;10000024;10000381,Soportes de las estriberas del acompañante - Cromados,143.630000,simple,
1236,93604867,10008;10086;10121;10000024,Kit de fijacion y estriberas del acompañante con el logotipo Bar&Shield en la parte superior,359.170000,simple,
1237,93604868,10008;10086;10121;10000024,Paneles cromados para las esrtriberas del acompañante,187.180000,simple,
1238,93604869,10008;10086;10121;10000024,Tapas para las estriberas del acompañante Willie G Skull,87.030000,simple,
1239,93604870,10008;10086;10121;10000024,Tapas para las estriberas del acompañante con medallon,88.120000,simple,
1240,93604871,10008;10086;10121;10000024,Tapas para las estriberas del acompañante con logotipo V,77.230000,simple,
1241,93604872,10008;10086;10121;10000024,Tapas para las estriberas del acompañante Road King Classic,88.120000,simple,
1242,93604873,10008;10086;10121;10000024,"Tapas para las estriberas del acompañante con la leyenda ""Harley-Davidson""",77.230000,simple,
1243,93604877,10008;10118;10000022,Kit de separador de la rueda delantera ABS - Cromado,55.460000,simple,
1244,93604878,10008;10118;10000022,Tapa del mazo de cables del ABS - Cromada,42.400000,simple,
1245,93604981,10008;10058;10000022,Embellecedor del guardabarros trasero,32.600000,simple,
1246,93604982,10008;10000022,Embellecedor del guardabarros delantero,32.600000,simple,
1247,93604988,10008;10093,Asiento Ajustable Road Zeppelin,0.000000,simple,93604243
1248,93604989,10008;10093,Asiento Individual Reduced Reach - FXSB ,291.680000,simple,
1249,93604998,10008;10093;10000381,Asiento Sundowner FXSB,286.230000,simple,93604999
1250,93604999,10008;10093,Asiento trasero Sundowner FXSB,198.060000,simple,93604998
1251,93605000,10008;10118,ALFORJAS DE CUERO DESMONTABLES – BREAKOUT,924.120000,simple,
1252,93605111,10008;10009;10012;10000019;10000060;10000062;10000063;10000462,Kit de filtro de aire Screamin´ Eagle Agitator Cromado,385.290000,simple,
1253,93605112,10008;10009;10012;10000019;10000062;10000063,Kit de filtro de aire Screamin´ Eagle Elite Heavy Breather Cromado,439.720000,simple,
1254,93605327,10008;10103;10000078,Almohadilla De Respaldo Minimedallon De 2 Tornillos,141.460000,simple,
1255,93605328,10008;10103;10000078,Almohadilla De Respaldo Minimedallon De 2 Tornillos,141.460000,simple,
1256,93605329,10008;10103;10000078,Almohadilla De Respaldo Minimedallon De 2 Tornillos,141.460000,simple,
1257,93605385,10008;10000022;10000381,Tapas rocker de la horquilla,77.230000,simple,
1258,93605386,10008;10000022,Tapas del eje del basculante cromadas,72.880000,simple,
1259,93605393,10008;10118;10121,Kit de reubicación de alforjas,17.360000,simple,
1260,93605534,10008;10000067,Kit de suspensión delantera para cartucho Premium Ride,380.940000,simple,
1261,93605551,10008;10000022,TAPA PIÑON CROMADA,66.350000,simple,
1262,93605660,10008;10121,Soportes para plataformas traseras softail ,0.000000,simple,93605393
1263,93605668,10008;10093,Kit de montaje del asiento de muelle,0.000000,simple,93604248;93604249
1264,93605692,10008;10024,Parabrisas con ventilación Wind Splitter FL Softail,473.460000,simple,
1265,93605694,10008;10000068,Kit elevador para alojamiento de faro Freight Train,0.000000,simple,93605695;93605705
1266,93605695,10008;10000068,Alojamiento protector del faro Freight Train cromado,489.790000,simple,5865297;93605694
1267,93605703,10008;10024,Parabrisas Compacto Detachable Soportes Pulidos FX Softail,0.000000,simple,9598298;57400006
1268,93605704,10008;10024,Parabrisas Compacto Detachable Soportes Negros FX Softail,0.000000,simple,9598298;57400006
1269,93605705,10008;10000068,Alojamiento protector del faro Freight Train negro brillante,489.790000,simple,5865297;93605694
1270,93605706,10008;10024,Parabrisas King-Size Detachable Ahumado con Soportes Pulidos FL Softail,0.000000,simple,5869104;9598298
1271,93605727,10008;10000067,Kit de suspensión delantera Baja Profile,0.000000,simple,93605730;93605732
1272,93605729,10008;10000067,Kit de suspension trasera Comfort Flex,336.310000,simple,
1273,93605730,10008;10000067;10000381,Kit de reducción de altura trasera,116.420000,simple,93605727
1274,93605732,10008;10000067,Kit de suspensión trasera Baja Profile,0.000000,simple,93605727
1275,93605734,10008;10000067;10000068,Kit parte delantera Cromado,0.000000,simple,
1276,93605735,10008;10000067;10000068,Basculante Cromado,0.000000,simple,
1277,93605736,10008;10000067;10000068,Correderas de la horquilla delantera negro brillante,495.240000,simple,
1278,93605737,10008;10000067;10000068;10000381,Correderas de la horquilla delantera cromadas,0.000000,simple,
1279,93605742,10008;10009;10023;10068;10089;10000067;10000068;10000069;10000095,Medallones de la tapa de Horquilla,70.700000,simple,
1280,93605763,10008;10080;10089;10000091;10000094;10000109;10000128;10000381,Varilla de nivel de aceite con indicador de temperatura Softail,0.000000,simple,
1281,93605843,10008;10009;10064;10083;10089;10000068;10000095,Faldón guardabarros delantero Skull,66.350000,simple,
1282,93605848,10008;10009;10073;10083;10089;10000068;10000095,Faldón guardabarros delantero Flames,65.260000,simple,
1283,93605849,10008;10009;10078;10083;10089;10000068;10000095,Faldón guardabarros delantero Bar&Shield,66.350000,simple,
1284,93605850,10008;10009;10083;10089;10000068;10000095,Faldón guardabarros delantero Road King,66.350000,simple,
1285,93605851,10008;10009;10083;10089;10000068;10000095,Faldón guardabarros delantero con logo en V,65.260000,simple,
1286,93605852,10008;10009;10083;10089;10000068;10000095,Faldón guardabarros delantero con medallon,66.350000,simple,
1287,93605862,10008;10089;10000091;10000109,Embellecedor tapa primario Softail,165.410000,simple,
1288,93605877,10008;10000068,Deflector delantero de Softail ,174.110000,simple,
1289,93605878,10008;10121;10000034;10000068,Caballete Softail ergonómico,109.890000,simple,
1290,93605888,10008;10000104,Defensa de motor Softail FL Nostalgic,242.690000,simple,93606263;93606264
1291,93605903,10008;10009;10117;10000068;10000069,"TURN SIGNAL TRIM RING, FRENCHE",52.200000,simple,93600584;93605901;93605902
1292,93605907,10008;10009;10117;10000068;10000069,Aros embellecedores para intermitentes de lente plana tipo visor,52.200000,simple,93605904;93605905;93605906
1293,93605914,10008;10000104,Defensa de motor Softail FL,242.690000,simple,93604798
1294,93605925,10008;10009;10012;10000019;10000062;10000063,Kit de filtro de aire Screamin´ Eagle Elite Heavy Breather Negro,439.720000,simple,
1295,93605926,10008;10009;10012;10000019;10000060;10000062;10000063;10000462,Kit de filtro de aire Screamin´ Eagle Agitator Negro Rebajado,385.290000,simple,
1296,93606011,10008;10080;10089;10000091;10000094;10000109;10000128,Varilla de temperatura y nivel de aceite Softail,0.000000,simple,
1297,93606012,10008;10080;10089;10000091;10000094;10000109;10000128,Varilla de temperatura y nivel de aceite Softail,163.230000,simple,
1298,93606018,10008;10027;10058;10121;10000068;10000104,Caballete central Softail OBSOLETO,364.610000,simple,
1299,93606019,10008;10000104,Defensa de motor mustache Softail FL,318.890000,simple,
1300,93606020,10008;10000104,Defensa de motor mustache Softail FL,318.890000,simple,
1301,93606021,10008;10027;10058;10000104;10000381,Defensa de motor Softail,0.000000,simple,93604798
1302,93606174,10008;10093,Asiento Softail Badlander de cuero ,434.280000,simple,
1303,93606220,10008;10009;10086;10000025;10000028;10000029;10000130,KIT CONTROL CRUCERO,265.950000,simple,
1304,93606269,10008;10118;10000022,Kit de separador de la rueda delantera ABS - NEGRO,55.460000,simple,
1305,93606393,10008;10000068;10000381,Tapas de eje trasero Bar&Shield,0.000000,simple,
1306,93606414,10008;10000068,KIT DE TAPAS DE LA HORQUILLA - CROMADO,154.520000,simple,
1307,93606417,10008;10024;10000159,"Parabrisas de desmontaje rápido Super Sport - 17"" Ahumado claro",435.370000,simple,
1308,93606423,10008;10118,ALFORJAS DE CUERO DESMONTABLES – PRO STREET BREAKOUT,936.100000,simple,
1309,93606490,10008;10027;10058;10000068;10000125;10000381,Soporte escape cromado fat boy y deuce,65.260000,simple,
1310,93606531,10008;10000068;10000148,PROTECCIÓN DE LA CORREA SUPERIOR NEGRO BRILLANTE,121.860000,simple,
1311,93606548,10008;10086;10000015;10000025;10000028;10000288;10000373,Manetas Softail cromadas,0.000000,simple,
1312,93606553,10008;10086;10000015;10000025;10000028;10000288;10000373,Manetas Softail Negras,0.000000,simple,
1313,93606584,10008;10000019;10000063;10000126,Cables de bujia Softail Negros Screamin´ Eagle,0.000001,simple,
1314,93606585,10008;10000019;10000063;10000126,Cables de bujia Softail Rojos Screamin´ Eagle,0.000001,simple,
1315,93606586,10008;10000019;10000063;10000126,Cables de bujia Softail Naranjas Screamin´ Eagle,0.000001,simple,
1316,93606831,10008;10093,Asiento Conformado Sundowner - Diseño Lisos,0.000000,simple,
1317,93607071,10008;10009;10012;10000019;10000062;10000063;10000130;10000384,Kit de filtro de aire Screamin´ Eagle Elite Heavy Breather Negro,439.720000,simple,
1318,93607230,10008;10103,BANDEJA INDIVUAL DETACHABLE,219.830000,simple,93604341;93604818
1319,93607254,10008;10089;10000109;10000251,Tapa de varilla de cambio Softail,52.200000,simple,
1320,93607255,10008;10089;10000109;10000251,Tapa de varilla de cambio Softail,51.110000,simple,
1321,54564,10009;10023,Kit de suspensión delantera Baja Profile,176.290000,simple,
1322,54630,10009;10023;10105;10000016,Bomba de aire Analógica para Suspensión Touring ,58.730000,simple,
1323,54635,10009;10023,Suspensión trasera baja Profile,0.000000,simple,54630;93604451
1324,57357,10009;10022;10000106,PANTALLA DEFLECTORA DESMONTABLE PARA ROAD KING,0.000000,simple,58221;9598298
1325,57800,10009;10022;10113;10000031;10000107;10000108,FUNDA PROTECTORA CARENADO,0.000000,simple,
1326,57995,10009;10022;10000106,PANTALLA PARABRISA DESMONTABLE ROAD KING,0.000000,simple,58221;5869104;9598298
1327,58156,10009;10022;10000107;10000159;10000350;10000381,Deflectores laterales regulables para BatWing ,0.000000,simple,
1328,58221,10009;10022;10000106,Kit de tornilleria de fijación del parabrisas FLHRS,33.690000,simple,
1329,58433,10009;10022;10000035;10000106,PANTALLA PARABRISA HARLEY DAVIDSON ROAD KING,0.000000,simple,5869104;9598298
1330,91924,10009;10000031,Tapas de espejos del carenado cromadas ,81.590000,simple,
1331,5109204,10009;10020,Asiento individual Sundowner - Road King Classic,348.280000,simple,5192901
1332,5109304,10009;10020,Asiento Conformado Sundowner - Diseño Road King Custom,413.590000,simple,
1333,5115704,10009;10020,Asiento Comfort Stitch,0.000000,simple,93605757
1334,5152509,10000015,"BRAWLER SEAT, TOURING",385.290000,simple,
1335,5152609,10009;10020,Asiento Sidekick ,0.000000,simple,
1336,5152709,10009;10020,Asiento Rallyrunner,435.370000,simple,
1337,5161799,10009;10020,Asiento Conformado Sundowner - Diseño con tachuelas negras ,435.370000,simple,
1338,5170009,10009;10020,Asiento individual Signature series con respaldo,583.410000,simple,5177009;93605814
1339,5177009,10009;10020,Asiento del acompañante Signature Series,0.000000,simple,5170009
1340,5192801,10009;10020;10058;10000039,Asiento Individual Sundowner - Liso,329.780000,simple,5192901
1341,5192901,10009;10020,Asiento del acompañante Sundowner - Liso,198.060000,simple,
1342,5206708,10009;10020,Asiento Badlander Touring,0.000000,simple,
1343,5209508,10009;10020;10000060;10000468,Asiento de cuero conformado de perfil bajo,0.000000,simple,93604975
1344,5233397,10009;10020;10000060;10000381;10000468,Asiento de ajuste neumático Road Zeppelin,825.070000,simple,5233597;93605157
1345,5233597,10009;10020;10000060;10000111;10000468,Respaldo del acompañante Road Zeppelin ,337.400000,simple,5233397
1346,5740006,10009;10021,Bolsa para tapa de la guantera del carenado inferior,39.130000,simple,
1347,5741108,10009;10021,Tapas de guantera con cierre para carenado inferior,213.300000,simple,
1348,5802207,10009;10021;10022;10000060;10000457,Deflector de aire en la zona media del bastidor,0.000000,simple,61400028
1349,5852595,10009;10021;10000052,Carenados blandos,104.450000,simple,
1350,5871406,10009;10021,Forro ajustable para la guantera del carenado inferior,0.000000,simple,
1351,45500106,10009;10023,Kit de suspensión delantera para cartucho Premium Ride,0.000000,simple,54000008
1352,52000057,10009;10020,Asiento individual Touring Mohagany Brown,396.180000,simple,52400040;93605745
1353,52400040,10009;10020,Asiento del acompañante Touring Mohagany Brown,302.560000,simple,52000057;93605745
1354,54000008,10009;10023,Suspensión trasera ajustable Premium Ride,0.000000,simple,45500106
1355,57100198,10009;10021,Tapa magnética de solapa rápida para carenados inferiores ,77.230000,simple,
1356,57400091,10009;10022;10000107,Parabrisas Wind Splitter para BatWing,0.000000,simple,93605006;93605007;93605008;93605596
1357,61400028,10009;10021;10022;10000031;10000060;10000452;10000457,Embellecedor del deflector de aire en la zona media del bastidor,66.350000,simple,5802207
1358,93600580,10009;10083,ALETA GUARDABARROS TRASERO ROAD KING,32.600000,simple,
1359,93600585,10009;10000031;10000090,Tapa de la consola del depósito de combustible number one skull,43.490000,simple,
1360,93600588,10009;10000165,"Altavoces bagger de alto rendimiento boom!"" audio",187.180000,simple,
1361,93600590,10009;10027;10058;10108;10000082;10000381,KIT DE ILUMINACIÓN LED ROJO,0.000000,simple,93604960;93605733;93605762;93605767
1362,93600592,10009;10058,Kit de embellecedores del carenado interior,132.750000,simple,
1363,93600658,10009;10084;10091,Forros de primera King Tour-Pak,152.340000,simple,
1364,93600659,10009;10084;10091,Forros de primera Alforjas rígidas,198.060000,simple,
1365,93600661,10009;10084;10091,Bolsa térmica para alforjas inclinada,48.930000,simple,
1366,93600662,10009;10084;10114;10116;10118;10119;10000070,Bolsa Magnética Para El Depósito,38.040000,simple,
1367,93600768,10009;10064;10089;10000091;10000112;10000130;10000381,Tapa del encendido Milwaukee-Eight Willie G. Skull,32.600000,simple,
1368,93600808,10009;10089;10000091;10000112;10000130;10000380,Tapa del encendido Milwaukee-Eight Dark Custom,71.790000,simple,93605943
1369,93600959,10009;10105;10113,FUNDA DE MOTO OASIS,121.860000,simple,
1370,93600962,10009;10021;10113,Bolsa blanda de almacenamiento para carenado inferior,97.920000,simple,93605012
1371,93604286,10009;10020,Fundas para asideros del acompañante,71.790000,simple,
1372,93604439,10009;10086;10000015;10000025;10000029;10000288;10000373,Manetas Touring Acanaladas,0.000000,simple,
1373,93604444,10009;10086;10000025;10000029,Kit de freno y embrague cromado Touring,0.000000,simple,
1374,93604451,10009;10023;10105;10000016,Bomba de aire Digital para Suspensión Touring,76.140000,simple,
1375,93604455,10009;10081;10086;10000031,Retrovisores del carenado de visión dividida,119.690000,simple,
1376,93604456,10009;10081;10086;10000029;10000031;10000381,Retrovisores del carenado cromados,0.000001,simple,
1377,93604457,10009;10081;10086;10000029;10000031,Retrovisores del carenado ,109.890000,simple,
1378,93604512,10009;10115;10119;10000381,Kit de cierre Tour Pack,28.310000,simple,
1379,93604513,10009;10115;10119,Kit de cierre Tour Pack Deportivo,22.810000,simple,
1380,93604550,10009;10108;10000060;10000133;10000468,Respaldo del piloto regulable - Comfort Stitch,355.500000,simple,93605814
1381,93604558,10009;10108;10000133,Respaldo del piloto - Comfort Stitch,0.000001,simple,93605814
1382,93604832,10009;10084;10119,Forro para portaequipajes Tour-Pak de cuero,54.370000,simple,93605223
1383,93604883,10009;10000052,Protección del motor Mustache,0.000000,simple,
1384,93604884,10009;10000052,Protección del motor Mustache,304.740000,simple,
1385,93604885,10009;10000052,Protección del Motor - Negro Brillante,0.000000,simple,
1386,93604933,10009;10048;10053;10084;10091;10119,Maletin de piloto H-D,272.080000,simple,
1387,93604960,10009;10108;10000082,Bandeja doble ajustable cromada,435.370000,simple,93600590;93604272;93605023;93605156;93605209;93605766
1388,93604974,10009;10108;10000079,Almohadilla para arco corto compacta,219.830000,simple,93605738;93605747
1389,93604975,10009;10108;10000079;10000381,Almohadilla para arco estándar de cuero,138.190000,simple,93605749;93605750;93605753;93605754
1390,93605002,10009;10022;10000107,Parabrisas Transparente para BatWing,0.000000,simple,93605006;93605007;93605008;93605065;93605596
1391,93605003,10009;10022;10000107,Parabrisas Sport para BatWing,174.110000,simple,93605006;93605007;93605008;93605065;93605596
1392,93605006,10009;10022;10000031;10000107,Embellecedor parabrisas cromado acanalado,163.230000,simple,
1393,93605007,10009;10000031,KIT DE CARENADO INTERIOR CON EMPAREJAMIENTO DE COLORES,0.000000,simple,
1394,93605008,10009;10022;10000031;10000107,Embellecedor parabrisas cromado,0.000000,simple,
